Borough,Crew,Status,Website,Location,Day,Distance/Run Type,Time,Meet Up Information,Recognized Organizations
Queens,World's Fair Run Crew (WFRC),Active,https://www.instagram.com/worldsfairruncrew/,"Alumni, 135-18 Northern BLVD",Wednesday,,6:45 PM,"Free, all levels",Staten Island,Atlético Hispano Correcaminos,No Current Information Found,https://siclubatleticohispanocorrecaminos.wordpress.com/,,,,,,NYRR
Staten Island,Richmond Rockets,Active,https://www.therichmondrockets.com/,Clove Lakes Park,Thursday,,7:00 PM,Membership encouraged,
Staten Island,Staten Island Athletic Club,Active,https://www.instagram.com/staten_island_athletic_club/,Clove Lakes Park,Monday,,6:15 PM,Membership encouraged,NYRR
Staten Island,Staten Island Athletic Club,Active,https://www.instagram.com/staten_island_athletic_club/,Silver Lake Park,Tuesday,Speed,6:30 AM,Membership encouraged,NYRR
Staten Island,Staten Island Athletic Club,Active,https://www.instagram.com/staten_island_athletic_club/,Clove Lakes Park,Tuesday,,6:15 PM,Membership encouraged,NYRR
Staten Island,Staten Island Athletic Club,Active,https://www.instagram.com/staten_island_athletic_club/,Greenbelt Nature Center,Wednesday,Trail Run,6:30 PM,Membership encouraged,NYRR
Staten Island,Staten Island Athletic Club,Active,https://www.instagram.com/staten_island_athletic_club/,Varies - check website,Thursday,,6:15 PM,Membership encouraged,NYRR
Staten Island,Staten Island Athletic Club,Active,https://www.instagram.com/staten_island_athletic_club/,Clove Lakes Park,Saturday,3M,9:00 AM,Membership encouraged,NYRR
Staten Island,The Just Us Running Club,Active,https://www.instagram.com/thejurcnyc/,Jus' Us Store,Monday,,6:30 PM,"Free, all levels",
Staten Island,The Just Us Running Club,Active,https://www.instagram.com/thejurcnyc/,Jus' Us Store,Tuesday,,6:30 PM,"Free, all levels",The Bronx,718Run,Active,https://718run.com/,"Kingbridge Social Club, 3625 Kingsbridge Ave, The Bronx, NY 10463",Thursday,,6:30 PM,Free,
The Bronx,Bronx Burners,Active,https://www.instagram.com/bronxburnersrc/,Macombs Dam Park,Wednesday,,7:00 PM,,
The Bronx,Bronx Femme Run,Active,https://www.instagram.com/bronxfemmerun/,"Joseph Yancey Track, East 161st St. &, Macombs Dam Bridge, The Bronx, NY 10451",Friday,"Walk 2.5M, Run/Walk 3.2M, Run 3.5M",6:30 PM,"Every 1st Friday, Free, Womxn club",
The Bronx,Bronx Nomads,Active,https://www.instagram.com/bronxnomads/,"Williamsbridge Oval Park, 2335 Resevoir Oval E, Bronx, NY",Monday,Community Run,6:30 PM,"Free, all levels",
The Bronx,Bronx Nomads,Active,https://www.instagram.com/bronxnomads/,"Williamsbridge Oval Track, 2335 Resevoir Oval E, Bronx, NY",Thursday,Track,6:30 PM,"Free, all levels",
The Bronx,Bronx Rockets,Active,https://www.instagram.com/bronx_rockets/,Mullaly Park 165th. Str. btw. Jerome & River Ave,Saturday,Run/Walk,8:00 AM,"Free, all levels, summer schedule ends 9/3",NYRR
The Bronx,Bronx Sole,Active,https://www.instagram.com/bronxsole/,"Franz Sigel Park, E. 153rd Street & Grand Concourse",Tuesday,,6:15 PM,"Free, all levels, includes Bronx history!",
The Bronx,Bronx Sole,Active,https://www.instagram.com/bronxsole/,"Franz Sigel Park, E. 153rd Street & Grand Concourse",Saturday,"4M run, 3M run/walk, 2.5M walk",10:00 AM,"Free, all levels",
The Bronx,Boogie Down Bronx Runners,Active,https://www.instagram.com/boogiedownbronxrunners/,Pelham Cornerstone Community Center - 785 Pelham Parkway North,Tuesday,,7:00 PM,"Free, all levels",
The Bronx,BX Endurance Runners,Active,https://www.instagram.com/bxendurancerunners/,"Joseph Yancey Track, East 161st St. &, Macombs Dam Bridge, The Bronx, NY 10451",Thursday,,Paused,"Paused until Spring 2023, Free, all levels",NYRR
The Bronx,BX Endurance Runners,Active,https://www.instagram.com/bxendurancerunners/,"Joyce Kilmer Park, 161st St btw Walton Ave & Grand Concourse",Sunday,,8:00 AM,"Free, all levels",NYRR
The Bronx,Great Hill Track Club,Active,https://www.instagram.com/greathilltc/,Van Cortland Park - 242nd Street & Broadway (East/Park side of Street),Wednesday,Speed/Tempo Alternate Weeks,6:30 PM,"Membership required, First Meetup Free, all levels",
The Bronx,Mile Stylers,Active,https://www.instagram.com/milestylers/,"The Point Community Development Corporation, 940 Garrison Ave, The Bronx, NY 10474",Wednesday,Run 3.1M/Walk 2M,6:30 PM,"Free, all levels",NYRR
The Bronx,Mott Haven Runners of Color,Active,https://www.instagram.com/motthavenroc/?hl=en,Varies - check website,Monday,Walk/Run,6:00 PM,"First Monday of the Month, free, all levels",
The Bronx,Pints & Pavement,Active,https://www.instagram.com/pints.and.pavements/,Location Varies,Tuesday,,7:00 PM,"Free, all levels",
The Bronx,Pints & Pavement,Active,https://www.instagram.com/pints.and.pavements/,Location Varies,Saturday,,8:00 AM,"Free, all levels",
The Bronx,Respect The Runner,No Current Information Found,https://nycruns.com/club-spotlight-respect-the-runner,,,,,,
The Bronx,Startline Runners,Active,https://www.eventbrite.com/o/startline-runners-31156520587,Central Park - 111 Central Park North,Monday,,6:00 PM,"Free, all levels, Womxn club",NYRR
The Bronx,Startline Runners,Active,https://www.eventbrite.com/o/startline-runners-31156520587,Van Cortland Park - Tortoise and Hare Statue,Saturday,,8:00 AM,"Free, all levels, Womxn club",NYRR
The Bronx,The Leftovers Run Club,Active,https://www.instagram.com/theleftoversrun/,"Joseph Yancey Track, East 161st St. &, Macombs Dam Bridge, The Bronx, NY 10451",Tuesday,Speed,7:30 PM,"Free, all levels",
The Bronx,Van Cortlandt Track Club,Active,https://www.instagram.com/vancortlandttc/,Van Cortland Park - West 242nd Street and Broadway (Handball Courts),Tuesday,,7:00 PM,"Free, all levels",
The Bronx,Van Cortlandt Track Club,Active,https://www.instagram.com/vancortlandttc/,Van Cortland Park - Near Tortoise & Hare Statue,Thursday,Tempo,7:00 PM,"Free, all levels",
The Bronx,Van Cortlandt Track Club,Active,https://www.instagram.com/vancortlandttc/,Van Cortland Park - West 242nd Street and Broadway (Handball Courts),Saturday,,8:00 AM,"Free, all levels",
